gene name,chromosome,start,end
AC123788.1,11,3336721,3340630
EIF4A1P4,12,53153272,53154484
AC239800.3,1,143784376,143784671
ATP5MF,7,99448475,99466331
CHEK2P2,15,20282744,20291586
NBPF17P,1,143595216,143635641
CHIAP3,1,111353275,111367409
AC242852.1,1,143343180,143343275
OR7E83P,4,9512905,9513874
OR7E84P,4,9468974,9469983
AL683807.1,23,1732584,1763212
AC135178.1,17,8318088,8318712
OR11H4,14,20239286,20244349
OR4U1P,14,20043916,20044827
AC105417.1,4,129177386,129179094
AC107068.2,4,47831385,47896709
AL358613.2,10,93071972,93073466
AKR1B1P6,18,8545635,8546817
AL513348.1,1,194350943,194352426
AC108120.2,5,75910283,75910576
AC127381.1,15,20046296,20047994
H2BFM,23,104039949,104042454
SLC25A5P7,6,121653795,121654690
B3GALT2,1,193179045,193186654
RPL21P10,14,77683202,77683989
AC095040.1,4,53575713,53576387
C1orf141,1,67092165,67231853
LINC02271,4,61143656,61153962
AC087473.1,15,38139595,38226887
MNX1-AS1,7,157010805,157016426
KRT18P17,3,12787393,12788671
SH3BP5-AS1,3,15254184,15264493
AC010325.1,19,50776141,50793142
SDC4P,22,30481311,30481911
OR7D2,19,9178979,9188817
ELOCP29,19,9182369,9183048
RPS24P1,24,12244752,12245457
AC104961.1,18,25055600,25056760
MXRA5Y,24,11957208,11987386
MDGA2,14,46840092,47674954
TUT4,1,52408282,52553487
MGC27382,1,78229599,78369464
RPA2P1,14,46996454,46997174
PRPF38A,1,52404564,52420839
AC004477.1,17,48045141,48048073
NRBF2P2,3,46023296,46024156
AL008582.1,22,41430934,41431375
AC005722.1,17,19755244,19756207
OR7E110P,10,14986942,14987515
KNCN,1,46545644,46551527
UCHL5,1,193012250,193060080
AL590609.1,1,24007881,24008519
AC092862.1,12,22008348,22008880
AC004706.3,17,6636780,6640316
LINC00616,4,138027422,138130709
AC131956.2,4,137690477,137734977
LINC01076,13,25193107,25210295
AC019118.2,2,3131581,3145780
FNBP4,11,47716517,47767443
AL136454.1,1,192716132,192716653
AC079363.1,12,81545326,81546450
NXPE3,3,101779202,101827392
LIMD2,17,63695902,63701172
RTL8B,23,135020504,135022529
CDC40,6,110180141,110254275
INSM2,14,35534042,35537054
DNAJC8P1,14,35430260,35430631
TRIM51BP,11,89854953,89862893
PHKA1P1,1,90892992,90893612
AL158163.2,10,110907483,110908182
REG4,1,119794018,119811660
AL138733.2,6,151196681,151197638
TRIB1,8,125430321,125438405
ZNF799,19,12390016,12401271
C12orf60,12,14803572,14906586
AC073429.1,4,136125909,136138874
INSL5,1,66797741,66801256
HMGB1P40,11,20574186,20575042
AGBL2,11,47659591,47715389
ZFYVE21,14,103715730,103733668
EEF1DP7,17,63636601,63637113
AL121809.1,14,45083045,45083977
IFT20,17,28328325,28335489
AC009121.1,16,11348143,11349321
PPP1R13B,14,103733195,103847590
RPS10-NUDT3,6,34284887,34426071
AC016629.3,19,58581426,58581912
EXOGP1,18,21182503,21183499
HDAC4,2,239048168,239401654
AC093616.1,2,87700984,87738105
AL158152.2,9,94166289,94200627
CDKN2AIP,4,183444591,183448198
BCAS4,20,50794894,50882676
MTATP8P2,2,87824942,87825143
AC061975.5,17,28269203,28272365
LINC01943,2,87439523,87459044
SEPSECS,4,25120014,25160442
AC020611.2,12,64038562,64097618
PARD6B,20,50731544,50756795
AC105383.1,4,133075311,133149116
R3HDM2P1,4,133124104,133126063
RNF133,7,122697712,122699156
RXYLT1,12,63779803,63809558
AL139275.2,6,40271566,40276237
AP001267.1,11,118397095,118401895
EFEMP2,11,65866441,65873592
RPL30P11,12,14356842,14365503
NDST1-AS1,5,150475531,150485968
SNRPEP4,19,5576660,5576938
RPL36P2,20,50620763,50621077
KLHL26,19,18636965,18671714
AC130710.1,2,16085222,16105841
PPP6R3,11,68460731,68615334
AL590032.1,10,20547171,20547422
TRIM65,17,75880335,75897003
AC106774.4,5,17491325,17491769
RIPOR3,20,50586108,50691528
UBTFL10,11,89700764,89701325
AC083899.3,2,87301658,87302251
LINC01955,2,87249095,87253750
AC083899.2,2,87221113,87222488
AP005482.1,18,12739490,12776137
DOLK,9,128945530,128947619
AP005482.2,18,12738965,12750068
KLHL28,14,44924319,45042322
AP003400.4,11,89533645,89534043
ZNF415,19,53107879,53133077
LINC02276,4,141569931,141576077
ZAR1,4,48490252,48494389
LINC01895,18,3347776,3350559
FO393401.1,20,35476203,35490982
RPP40P2,13,59262680,59263391
BASP1,5,17065598,17276843
AC027288.1,12,79540203,79550535
LDHAL6CP,12,63003553,63006902
MARK2P9,10,92418667,92420875
PRR36,19,7868719,7874379
AP001065.1,21,44477850,44478493
TSPY15P,24,9548108,9550681
NPIPB15,16,74377878,74392080
AC007919.2,3,172680714,172681224
RAET1E,6,149883375,149898102
BPY2C,24,25030901,25062548
AC245047.1,23,48212791,48218010
CALCRL,2,187343129,187448460
AC073133.2,7,156437789,156445588
AL049870.4,14,44888556,44889041
AC107220.1,4,141240739,141278789
AC098592.2,7,16888621,16888885
EIF2AP4,10,44806443,44808223
ORMDL1,2,189770323,189784371
MYL12A,18,3247481,3256236
C1QTNF4,11,47589664,47594659
WNT4,1,22117305,22143969
KIAA1549L,11,33376466,33674102
TPRG1,3,188947214,189325304
CEBPA-DT,19,33302857,33305054
AC004490.1,19,2212029,2215565
FEZF1,7,122301394,122310691
AC013762.1,11,13054615,13134839
AC026398.1,5,131807143,131994278
LYZL1,10,29289061,29318328
MED16,19,867630,893218
ARMC7,17,75109952,75130265
GINS3,16,58295080,58406144
VN1R7P,21,10357400,10358620
IFNE,9,21480839,21482313
ARHGAP33,19,35774532,35788822
PRR20A,13,57140918,57143939
AL133243.2,2,32521927,32523547
AL133243.1,2,32548675,32549040
AL133243.3,2,32526504,32529507
ARMH2,6,24797321,24798889
PMPCB,7,103297422,103329511
LRRC75A,17,16441577,16492153
WASF4P,23,47803296,47804789
TMEM120A,7,75986837,75994659
CASP1P2,11,105063345,105071541
AL022578.1,23,47776827,47778697
ONECUT2,18,57435685,57491297
AC127496.3,17,80940418,80942033
NAV2-AS5,11,19502672,19507229
NAV2-AS2,11,20043846,20049303
AC245033.2,15,82540870,82562374
AC093286.1,5,83875166,83875821
MYL6B,12,56152256,56159647
AC091564.5,11,6630603,6635208
AC020663.2,16,4795265,4796532
ZNF320,19,52863790,52897693
AC096733.2,4,140756528,140757921
AC010487.4,19,52865369,52865429
EFR3A,8,131904088,132013642
NLRC4,2,32224453,32265854
AC073137.1,7,113415689,113416322
GSDMA,17,39953263,39977766
SAMD7,3,169911572,169939175
AC104316.2,8,122977026,122985629
RNF138P1,5,55530156,55530701
FSIP1,15,39588357,39782830
ELOCP19,1,88829102,88829419
AC080112.2,17,40380666,40381838
PPIAP54,17,40367952,40368438
AC114684.1,18,48962951,48963941
RPL29P32,18,53605254,53605725
SPTLC1P1,10,31360955,31361215
AC100872.1,8,122700269,122703423
AC107401.1,4,69021656,69022340
AC021146.7,4,68996935,68997709
AC113146.1,15,39167739,39180048
AL365209.1,1,18109389,18115861
LINC01654,1,18065657,18074412
TLK1P1,9,122685933,122688372
GRPEL2P1,13,88978447,88978785
HEXDC,17,82418318,82442645
LINC01915,18,24628182,24708542
AC004080.4,7,27158344,27158976
AC108693.2,3,113746872,113747408
ATP5PDP3,9,14068932,14069417
AC137803.1,16,15358978,15362674
AC126763.1,16,15154903,15157020
TUT1,11,62575045,62592177
AL591926.9,9,41644771,41644981
TMEM88,17,7855065,7856099
AL645728.1,1,1574102,1577075
AL845472.1,9,41276280,41282846
PPP1R12BP2,24,23379484,23392697
AP006565.1,18,14816151,14825249
GRHPR,9,37422666,37436990
AC004908.1,8,234347,234887
MTND4LP10,3,166160414,166160704
AC007967.1,24,8906224,8916073
HACD4,9,20999515,21031636
AC012175.1,16,5838131,5838661
CLYBL-AS2,13,99690081,99690971
ANKRD30B,18,14728272,14852738
RPL23AP44,5,121575848,121576320
DNM1P24,24,24179316,24183505
AL121601.1,23,123959233,123961341
AP001363.1,11,62537312,62542018
MOCS1P1,16,48496990,48498601
AC092175.1,7,57485166,57485895
PPIAP43,11,100666459,100666962
AL354896.1,13,88142867,88236082
FTH1P20,2,180872867,180873414
TRIM2,4,153152342,153339320
TET1P1,13,87890172,87892472
AC098583.2,4,22607501,22611063
AC006236.1,17,5730289,5731085
BRIX1,5,34915376,34925996
LINC02169,16,54245544,54270879
SLC25A45,11,65375192,65383701
DUTP3,7,147146342,147146756
AC009961.2,2,159812234,159814009
CD302,2,159768630,159798255
PLXDC2,10,19816239,20289856
AC011225.1,18,41819053,41819421
FAM192BP,4,152927446,152928207
GPAT2P2,2,97081098,97083249
AL391834.3,9,19386927,19408532
NDUFA5P3,9,19383217,19383887
RPSAP67,17,67774591,67777324
SLC12A6,15,34229996,34338060
MTND2P16,10,19747823,19748621
ORMDL3,17,39921041,39927601
AF121898.1,8,87540835,87755718
DAZ2,24,23219434,23291356
USP9YP13,24,23919905,23921510
AC013565.2,15,89037977,89038286
AC004112.1,7,112328189,112409623
IGLJ2,22,22899481,22899655
EIF4BP7,23,111619677,111621489
SPATA4,4,176184638,176195671
AC004540.1,7,26398593,26494256
AC092435.2,4,146934001,146945471
PHBP7,9,85898903,85899716
BOC,3,113211003,113287459
CFAP44-AS1,3,113403991,113433992
TAS1R1,1,6555181,6579757
SLC46A1,17,28394756,28407197
HNRNPA1P48,16,51553436,51647132
ADIPOQ-AS1,3,186851886,186856123
NCBP2,3,196935402,196942597
PWRN3,15,24441127,24447967
AP007216.1,11,69909184,69910994
LINC02118,5,52008031,52080987
PNMA6F,23,153317681,153321822
KATNBL1P4,5,51930808,51932036
SYNPO2L,10,73644881,73663803
MYL12AP1,8,93849561,93850075
LINC01764,19,15827045,15835853
AP000704.1,21,36966492,36975164
LINC01990,3,107430930,107463912
AC023830.3,16,4532216,4533670
AC099850.1,17,59106598,59118267
SKA2,17,59109951,59155269
CYP4F10P,19,15664106,15669826
PFN4,2,24115371,24123477
RNF181,2,85595725,85597613
UBL5P1,5,29600676,29600868
RPL12P8,10,67874332,67874911
AL133551.1,10,67849525,67850746
AP000695.3,21,36485867,36487760
AP000695.2,21,36445731,36532408
OR52I2,11,4581743,4593340
AC147876.1,4,3910283,3910604
FTLP3,20,4023917,4024444
OR7E163P,4,3889356,3890249
PTENP1-AS,9,33677268,33688011
AC124657.1,11,30044058,30084343
AL731533.1,10,3010531,3013111
FGFR3P5,16,35232412,35235984
AC027139.1,15,34555870,34556820
MAGEL2,15,23643549,23647867
AC023824.4,16,35195779,35197544
FGF7P8,9,62888535,62889921
NAMPTP3,16,35085896,35086119
CLEC2L,7,139523856,139544984
AC146944.1,5,70516387,70555266
LINC02364,4,28996524,29014594
PLCL2-AS1,3,17042742,17044192
BCL7B,7,73536356,73558002
PDZD8,10,117277274,117375467
KCNK18,10,117197489,117210299
AC016987.2,15,86932880,86946331
AF130359.1,21,16754519,16815688
CTAGE11P,13,75237944,75240296
AC036214.2,8,79956465,79957381
GS1-124K5.4,7,66493706,66495474
BLOC1S4,4,6716055,6717671
BCLAF1P2,16,34266041,34268649
WWC3,23,10015562,10144478
OR5T1,11,56274154,56276819
LARP7,4,112636964,112657592
AL355390.2,13,74434538,74555515
OR8V1P,11,56188379,56189251
DUX4L46,16,34141256,34142006
TMEM144,4,158201604,158255411
PLEKHM1,17,45435900,45490749
AC110058.1,11,29519076,29552639
AL110115.2,20,31580890,31581214
AC110056.1,11,29275655,29276565
SELENOTP1,9,6278667,6279153
AC106864.1,4,112646476,112650051
AC011904.1,7,99869841,99869894
AC009110.1,16,62596372,62598449
AC009161.1,16,62357371,62357746
TUBG2,17,42659305,42667006
AC009161.2,16,62342420,62342557
AP003385.4,11,67749043,67756968
OR7E145P,11,67722483,67723455
HNRNPA1P61,2,33636502,33637425
AC023762.1,8,49906863,49907446
AZU1P1,13,39856710,39857094
PGGHG,11,289135,296107
AC072039.1,3,136055184,136055764
KDM4E,11,95025258,95027596
WDR37,10,1049538,1132384
AC104260.3,15,95287934,95291643
AC006011.1,2,127846736,127847084
KLRG2,7,139452690,139483712
GRAMD4P2,22,15749156,15750825
AC009432.1,15,94600014,94600821
AC087633.1,15,95034384,95035737
AC009432.2,15,94583506,94589259
POTEH-AS1,22,15699361,15703403
NXT1,20,23350736,23354777
AC069113.3,8,27903566,27903715
BOD1P2,18,5132749,5133229
ACTL7A,9,108862266,108863759
AL359692.1,9,108836333,108836597
LINC01892,18,5081182,5095815
LINC01471,3,127480690,127537780
LINC02016,3,127322307,127390670
AC023024.1,15,101295419,101305737
AC090164.2,15,101495052,101495567
KCNG3,2,42442017,42494097
LINC00882,3,106836811,107240641
SLC22A31,16,89195761,89201664
ZDHHC11,5,795606,850986
ANAPC16,10,72216000,72235860
LINC02592,22,18178038,18205915
CRB3P1,3,1394173,1394448
AC104997.1,8,27838477,27840382
CENPN,16,81006498,81033114
OR5W2,11,55913650,55914582
CEND1,11,787104,790123
AC007494.3,16,47218026,47218768
AC008434.1,5,80630313,80631590
AC022493.2,5,80746339,80746819
STAU2,8,73420369,73747708
ZNF680,7,64519884,64563106
AC111149.2,8,73358913,73362788
IGHV1OR16-4,16,33002333,33002621
IGHV3OR16-8,16,33009175,33009620
SNRK,3,43286512,43424764
ANKIB1,7,92246234,92401384
AC068547.1,2,151802651,151973949
AL162274.2,10,131971202,131971533
NDUFB11P1,11,92336032,92336496
LINC01427,20,22263065,22284029
AC104109.1,5,134267421,134267856
CT45A3,23,135759846,135768191
ZDHHC2,8,17156029,17224799
CCDC152,5,42756801,42802360
AC145207.3,17,81843165,81843958
RPS28P8,13,42003430,42003637
AC105389.1,4,41750345,41757341
AC009948.5,2,178554561,178558966
AC010680.4,2,178616581,178617123
AC093591.2,4,127840198,127844040
TIMM10B,11,6481447,6484679
AC093206.1,5,118760474,118785459
STIM2,4,26857678,27025381
Z95152.1,6,36091991,36092646
ACTG1P15,15,34373541,34374603
AC004882.1,22,29705256,29719859
AC136428.1,16,33844784,33845229
AC133555.3,16,29464967,29467833
AC104051.1,8,57594166,57805029
LINC01432,20,22054090,22074654
AL109807.1,20,21947647,21970783
PSMC1P13,13,69894101,69895085
XAGE5,23,52812204,52818301
AL359643.2,6,5031756,5054423
HECW2,2,196189099,196593692
HSP90AB7P,10,9721963,9724416
AC044784.1,10,8970125,8973468
AC009975.1,2,48809340,49419013
AL355333.1,10,8724010,8724288
AC019294.2,15,75737820,75763321
SNAP23P1,20,49038357,49038602
NPIPB11,16,29381354,29404029
RUBCNL,13,46342000,46438190
AC106772.2,5,524705,526594
AP000553.2,22,21661934,21662363
CHCHD3P1,10,8619933,8620608
AC026316.4,3,170448639,170860993
AP000553.3,22,21640844,21641284
AC087623.2,8,38382364,38383461
HMGN1P13,5,111572102,111572239
AC008967.1,5,111572236,111572398
OR4P4,11,55635113,55640309
AC004584.2,17,56951664,56952404
ABHD17AP7,16,32726615,32729537
AC007278.1,2,102438713,102440475
AC007278.2,2,102433957,102435340
AC092646.1,2,123762171,123763071
AP001189.6,11,76625462,76626834
AC092903.1,3,125958556,125958817
OR4C16,11,55572128,55573060
OR4C15,11,55554307,55555419
AP001189.2,11,76591023,76591211
AC074087.1,4,62489495,62490218
AC006254.3,3,52753526,52754690
AC016816.1,10,130525712,130537406
OR4A15,11,55367884,55368918
AC012146.1,17,5111468,5115004
AC012146.4,17,5126740,5127010
AC004808.2,7,78134079,78134851
AC018695.1,16,85815873,85816536
AC024361.1,17,82745068,82745709
FN3K,17,82735575,82751197
AC009093.4,16,29262273,29264479
AP005597.3,11,55279447,55284749
AC009093.9,16,29075022,29104162
AC018695.5,16,85814425,85815062
AC108099.1,5,42188266,42191523
AC009093.5,16,29225594,29226348
FP325332.1,22,46163303,46165347
AP005597.4,11,55267408,55267636
SOST,17,43753731,43758788
B3GALNT1,3,161083883,161105384
AP002490.2,11,71938671,71939544
AC007787.2,19,13081966,13082564
AC010460.3,5,23303565,23305143
AC003684.1,23,9249920,9275206
RPL6P24,10,13591460,13592323
AL157896.1,10,14074284,14087605
AC090948.2,3,16339308,16339871
AL645949.1,4,3312512,3313058
GATA3-AS1,10,8050450,8053484
GRIN3B,19,1000419,1009732
AC068137.2,2,130313934,130314411
MTCYBP8,2,130282679,130283329
EDDM3DP,14,20734578,20735011
AC022893.3,8,73042910,73043346
SUMO2P7,17,50235845,50236129
HAUS1P3,8,72618722,72619383
AC015909.4,17,50212933,50215357
SIRT3,11,215458,236931
AC021451.1,8,46784800,46785928
ENGASE,17,79074939,79088599
AL136097.1,9,92339658,92341663
CCNA1,13,36431520,36442882
AC138915.1,16,32460266,32460362
PRPF4,9,113275343,113292905
VN1R34P,7,63934449,63935331
OR4C7P,11,54635037,54635955
MYO16-AS1,13,109163902,109201483
DYNLT3P1,20,17479085,17479431
SRRM3,7,76201900,76287288
LINC01931,2,149767506,149859191
IL1RL1,2,102311502,102352037
AC130456.3,16,19476916,19487899
AP000808.2,11,68941503,68942852
AL512593.1,9,106978776,106979554
AC105339.2,15,82752884,82757208
AC016766.1,2,163749573,164352223
AMD1P4,6,11861626,11862970
CR769775.1,9,61972240,61976380
CR769775.3,9,61944232,61945136
TMEM97P1,21,43783123,43783573
ADAMDEC1,8,24384285,24406013
AKAP13,15,85380571,85749358
AC083837.2,8,78805293,78956082
HSPA8P13,8,46549089,46550802
SSX8P,23,52624998,52632895
AL450023.3,23,52687363,52687633
NFYAP1,13,63975451,63976422
AL354733.1,9,83817643,83837861
NRSN2-AS1,20,320313,348224
AC244505.4,23,52781452,52785786
PMS2P7,7,73005541,73021103
AC015912.1,17,56888880,56891841
ZNF519P4,4,393534,393658
AC139365.2,8,43672823,43673075
AC134698.2,8,43542076,43544057
AC074281.1,23,8980425,8982505
SLIT2-IT1,4,20392189,20394856
AC100771.1,11,27483850,27484128
RPS15AP6,1,21003550,21003934
DRAXINP1,23,8783514,8784461
FAM9A,23,8790795,8801383
AC022166.1,16,80065836,80167577
AC022166.2,16,80179129,80180682
AC108097.1,16,80547842,80552514
AL121892.1,20,16857962,16864148
ZNF57,19,2900898,2918476
TRAPPC4,11,119018432,119025454
RASAL3,19,15451624,15464571
SEMA6A-AS2,5,116574482,116591398
RPS29P20,11,4018948,4019118
PPIAP40,11,3892398,3892887
HNRNPA1P76,11,3972881,3974237
NAALAD2,11,90131515,90192894
LCOR,10,96832282,96995959
AL445989.1,13,63746741,63751080
LINC00395,13,63667681,63738018
OR7E156P,13,63737511,63742804
TAF3,10,7818504,8016627
TNFSF13B,13,108251240,108308484
AL157762.1,13,108267320,108267734
AL356102.1,13,62397645,62397916
AP000648.2,11,90125658,90126061
AC106820.6,16,2430702,2437103
RBM22P6,23,52485046,52485912
AL353997.4,17,18453574,18453739
DTX2P1,7,76978617,77004308
NPM1P17,3,137723774,137724543
AC114808.1,2,1059133,1068341
AL162718.1,6,4304942,4583871
AC021242.1,8,9453698,9457418
AC245177.1,23,52199840,52203235
AC091804.1,3,104502700,104503266
AC026979.4,8,30192429,30201332
AL021707.8,22,38736610,38736792
AL021707.5,22,38734725,38738765
AC046144.1,3,103538635,103540487
ARPC4,3,9792495,9807726
FAM185BP,7,77083787,77122116
TNFSF9,19,6530999,6535928
AC005084.1,7,24674309,24674612
ABHD17AP8,16,32199902,32202822
AP004607.5,11,90071136,90073055
AL445430.1,6,11417350,11481239
MPP6,7,24573268,24694193
AC007431.1,17,57600856,57608412
AC136944.4,16,33548297,33554408
STK25P1,18,12911186,12912023
AC104781.2,2,54768492,54801540
AP003969.2,11,93286629,93288903
NGLY1,3,25718944,25790039
AL355499.2,6,8158162,8760447
TUBB8P12,18,47390,49557
AC138869.1,16,33154352,33154475
SLC36A4,11,93144171,93197964
LINC01986,3,23757,24501
C16orf87,16,46796607,46831411
AC066595.1,3,53348,54346
AP000484.1,11,63469376,63470944
HRASLS5,11,63461404,63491194
AC012506.1,2,23330664,23332044
AC012506.3,2,23347654,23351864
AC012506.2,2,23357516,23360376
AC012506.4,2,23375229,23381299
AC016888.1,17,74747319,74748912
AC064805.2,17,74672712,74677600
AL356476.1,10,108710518,108839363
TXNP5,2,149068596,149068910
LYPD6B,2,149038107,149215262
AC096736.1,4,156686664,156692636
AC105343.1,4,149956208,149958572
FBXO24,7,100583982,100601117
CHL1-AS1,3,363370,385795
PROK2,3,71771656,71785206
AP000233.1,21,25127469,25135247
RPS8P6,3,308714,309322
AP001341.1,21,25169431,25333825
CHL1,3,196596,409417
RPL13AP7,21,25361821,25362431
GPR83,11,94377311,94401419
RNASE7,14,21042226,21044234
AC004080.1,7,27239243,27241228
NKAP,23,119920672,119943772
STK33,11,8391868,8594289
AL161668.2,14,21032818,21033895
AL161668.4,14,21024172,21029271
ZNF219,14,21090046,21104722
AP001340.1,21,25371827,25372043
LINC00158,21,25385820,25431701
EVX1-AS,7,27241429,27247229
UBE2Q2P9,3,72006774,72006975
SINHCAFP3,8,23634876,23635507
AL583805.1,9,8713311,8713841
AC105265.4,3,72080564,72084641
AL135790.2,9,10532145,10532411
AC105265.1,3,72085109,72085287
AC105265.3,3,72061061,72069933
AL596451.1,9,8936079,8963077
AC112219.2,3,72178279,72178810
LINC00877,3,72035300,72279503
PTPRD-AS1,9,8858130,8862255
KRT8P12,3,160565447,160569248
SCG3,15,51681353,51721031
AC100771.2,11,27471729,27482433
RHOXF1P3,23,119942834,119992810
RHOXF1P2,23,119998087,120000088
AKAP14,23,119895837,119920716
AP003072.5,11,93171134,93171906
AP003072.2,11,93152075,93152750
SH3RF3-AS1,2,109127327,109128930
LGR4,11,27365961,27472775
AC138869.2,16,33191561,33195354
AC025176.1,5,65486444,65487048
TP53TG3C,16,33193659,33196858
SNRPGP9,2,109251422,109251646
SH3RF3,2,109129348,109504632
TRIM51EP,11,89981441,89989559
DEFB108B,11,71833200,71837710
AC142381.2,16,32116700,32116997
AC133485.6,16,32185624,32186311
HERC2P4,16,32103245,32188107
AC004980.4,7,76521611,76522074
AC004980.3,7,76524515,76532692
HMGB3P24,9,36303499,36304924
SPDYE16,7,76531319,76541459
GNE,9,36214441,36277056
AC105265.2,3,72086888,72087725
LINC00870,3,72151257,72207770
AC023825.2,16,57052505,57058497
AC112219.1,3,72202944,72209892
GCSAM,3,112120841,112133305
AL356961.1,13,112083549,112085471
LINC00404,13,112106095,112106882
DCLK2,4,150078274,150257457
RAD23BP3,21,15694300,15696581
LINC01213,3,150238519,150240209
AL050303.3,21,13654073,13654356
AC003950.1,17,57196081,57213300
GRAMD4P1,21,13665868,13667546
AC051619.6,15,45152664,45167526
ZNF734P,7,63449819,63456687
SOX1-OT,13,112107119,112108015
DUOXA2,15,45114321,45118421
TRIM53AP,11,89993536,89999741
AC006457.1,7,63480598,63480989
AL356863.1,13,38372856,38373935
CXADRP1,21,13676022,13677116
LINC00437,13,38533343,38545299
LINC01070,13,112197350,112201000
LINC01214,3,150265412,150287373
LINC01043,13,112313467,112321758
OSBPL11,3,125528858,125595090
EIF4A1P6,13,60636888,60638097
TSC22D2,3,150408335,150466431
PCTP,17,55750979,55842830
THAP9,4,82900684,82919969
TMEM253,14,21098937,21103724
RHOXF1P1,23,119978713,120025138
AL121759.1,20,21148741,21162890
SHF,15,45167214,45201175
DPRXP2,6,35989515,35991374
RPS15AP1,20,21166206,21166596
KIZ-AS1,20,21154023,21218289
AL157832.1,10,129768844,129769435
SEPT7P5,7,63495799,63502536
LINC00366,13,38576640,38578994
RALGPS1,9,126914774,127223166
GAPDHP19,24,19327569,19328573
U73169.1,3,50239618,50239984
AL118505.1,20,6065966,6067897
TPPP2,14,21024109,21036276
AC020892.1,15,51693216,51695765
AL157394.1,10,89015836,89017059
AC020892.2,15,51707995,51715220
THAP9-AS1,4,82893009,82900960
AL513533.1,10,89139044,89139458
CH25H,10,89205629,89207314
C3orf52,3,112086335,112131004
PIAS2,18,46803224,46920160
NISCH,3,52455118,52493071
AC090559.1,11,47383148,47409190
FERMT1,20,6074845,6123544
HMGN1P8,3,167694355,167694642
AC044802.1,16,66751752,66754740
SLC39A13,11,47407132,47416501
AC018557.2,16,66738238,66739722
AC018557.1,16,66720897,66731785
NR1D1,17,40092787,40100725
AP001462.1,11,64778954,64779405
AC069236.1,3,150611262,150611877
EIF2A,3,150546678,150584242
AC090618.1,17,55842677,55872939
AL050303.4,21,13679300,13681138
LINC00378,13,60685199,60694528
AP004607.6,11,90017611,90024511
AL050303.2,21,13704853,13705518
HNRNPA1P41,9,4944670,4945902
STARD3,17,39637065,39663484
AC009446.1,8,71675300,71702786
FEM1AP1,21,13762338,13764332
AL161901.1,13,60730176,60733600
AC104012.1,8,71779605,71792875
KY,3,134603138,134651636
LINC01442,13,60917001,60941768
RNASE8,14,21057822,21058455
AL050303.1,21,13769932,13771740
AC138938.1,5,20830166,20830947
DEFB130C,11,71856277,71863658
LINC02241,5,20611840,20937691
MED24,17,40019097,40061215
AC131392.1,5,69875271,69920867
AC131392.2,5,69898867,69903198
LINC02146,5,20612625,20614765
TERF1P1,21,13776086,13777266
AL592490.1,13,61409858,61427849
AC032044.2,17,1352070,1352255
AC090457.1,18,76008118,76015861
AC084024.3,8,38148741,38163772
LINC02339,13,61424689,61427946
AC011095.1,18,76122998,76145255
BAG4,8,38176533,38213301
PCDH20,13,61409685,61415522
IL1R1-AS1,2,102172621,102182108
NDRG2,14,21016763,21070872
IKBKGP1,23,154639978,154648275
AC106872.2,4,165012366,165012845
AC106872.8,4,165026261,165026944
AC106872.12,4,165016887,165017433
TRIM49C,11,90031106,90042025
TRIM60,4,165016458,165041744
CTAG2,23,154651972,154653579
SEC31A,4,82818661,82901166
AL355870.1,10,13415202,13423133
LINC00487,2,6728177,6770311
AC109347.2,4,112272968,112273316
ELOA2,18,47032572,47035621
LGALS12,11,63506084,63516774
FAM207CP,21,13792635,13793141
DLGAP1-AS3,18,3878180,3897069
NRIR,2,6828514,6840464
AP002472.1,18,3580169,3580754
GAPDHP66,18,3977649,3978615
ELOA3C,18,46968695,46969912
AP002478.1,18,3653410,3656282
AC113615.1,4,6202328,6206649
AC012254.1,18,47077361,47091280
TNFRSF25,1,6460786,6466195
MSC-AS1,8,71828167,72118393
LINC02495,4,6200733,6239937
ELOA3B,18,47022287,47023927
ELOA3D,18,46962768,46964408
AC090373.1,18,46915021,46915623
ZPLD1,3,102099244,102479841
KATNAL2,18,46917492,47102243
MAEA,4,1289851,1340147
AC093495.1,3,14144637,14165978
AL133244.1,2,33056333,33063113
AC019127.1,2,33274465,33281261
LINC01634,22,18029385,18037968
AC084024.1,8,38123274,38124651
LSM1,8,38163321,38176730
TUBA8,22,18110331,18146554
RPS20P20,8,71895991,71896330
TRPA1,8,72019917,72075617
AL138760.1,10,49419277,49472903
RPL35P4,7,27269357,27269678
ARMH3,10,101845599,102056193
CHL1-AS2,3,195758,197341
AC016027.5,22,18081466,18081675
ASH2L,8,38105242,38144076
AC092969.1,3,135138469,135439888
AC016027.1,22,18076527,18078884
NSUN5P2,7,72947581,72954790
ARL2BPP10,22,18102457,18103649
AC016027.4,22,18101612,18101888
PEX26,22,18077920,18131138
AC010376.1,5,68087161,68087494
AC141257.2,16,33206431,33330342
TP53TG3E,16,33303739,33306935
COPS9,2,240126563,240136807
RERG-IT1,12,15112363,15114698
ZHX1,8,123248451,123275541
IPO7,11,9384622,9448126
ZSWIM6,5,61332273,61546170
REXO5,16,20806429,20849668
RPL3P6,5,61390668,61391871
ABHD3,18,21650897,21704805
AC131956.1,4,137807706,137816402
AC106037.1,18,21661787,21662395
UBTD1,10,97498868,97571209
AL138921.2,10,100190036,100190747
AC069437.1,12,98931682,98976656
AC004834.1,7,99252452,99325826
SLC9A9-AS1,3,143342246,143347071
IGFBPL1,9,38408994,38424447
AC107396.1,4,57595940,57605872
AC093725.2,4,57605694,57658800
